nodeNaam1,nodeNaam2,begintijd,eindtijd
387,829,20241201213741,20241202030335
687,789,20240719110856,20240719160827
354,945,20240916002752,20240916061219
443,588,20241130040306,20241130103511
87,295,20241009164547,20241010001650
206,503,20240910032557,20240910041012
320,361,20240210053738,20240210105415
809,861,20240316043705,20240316095108
136,428,20240318165703,20240318172821
911,952,20240826081056,20240826152144
296,327,20240716031032,20240716074448
223,831,20240920192224,20240920222459
390,628,20240322010854,20240322021909
95,390,20240207132743,20240207164446
270,784,20240803090255,20240803153225
500,936,20240805164421,20240805212218
304,596,20240314033025,20240314045045
187,849,20240414232327,20240415032932
95,384,20240603165742,20240603231522
454,881,20240325085201,20240325094021
437,634,20240611151059,20240611203856
66,494,20240510142326,20240510165525
445,506,20240821050123,20240821070037
270,593,20240730094237,20240730145500
634,922,20240804232610,20240805071314
115,559,20240224081311,20240224125557
640,767,20240918053719,20240918053832
216,247,20241111170706,20241111190921
552,766,20241012071708,20241012121623
15,474,20241225170530,20241225200543
394,642,20240605233520,20240606024622
476,666,20241109080137,20241109110906
152,436,20240517221214,20240518014750
110,456,20240929183235,20240929221435
62,291,20240318223722,20240319054922
190,487,20240513013717,20240513051719
402,551,20240923151145,20240923190801
49,857,20240903124031,20240903200442
357,682,20240521214432,20240522021721
684,815,20240420194600,20240420235922
39,983,20240919044317,20240919092913
407,410,20240422135131,20240422185427
169,453,20240417224656,20240418060541
451,455,20240421160847,20240421165406
80,632,20240211154501,20240211154609
163,395,20240220142114,20240220173106
132,440,20241230194555,20241231013424
324,888,20240331030029,20240331035715
948,962,20240918045317,20240918124853
12,88,20241129073225,20241129133114
648,907,20240619021815,20240619090050
208,475,20240110234401,20240111042507
471,551,20240512140424,20240512152519
602,895,20240916150130,20240916150342
593,736,20240626093623,20240626145549
486,737,20240617040421,20240617073532
333,741,20241103222409,20241104024840
518,559,20241206165652,20241206224735
151,556,20240628224443,20240629002738
737,881,20240218163444,20240218212828
280,980,20240504065655,20240504112237
330,395,20240111011458,20240111035342
661,891,20240627174154,20240627195003
746,853,20240217231256,20240218003909
303,830,20240914013441,20240914073454
219,403,20240224211817,20240225013605
101,571,20240727220145,20240728032705
176,518,20240203022613,20240203045229
527,809,20240128165855,20240128224332
788,857,20240916185606,20240916215059
371,587,20240112044915,20240112095251
45,422,20240520065040,20240520072753
171,179,20241110083833,20241110120850
157,748,20240531162317,20240531200145
