nodeNaam1,nodeNaam2,begintijd,eindtijd
169,267,20240131215925,20240201041413
779,872,20240116165952,20240116172440
582,883,20241014162948,20241014170023
453,658,20240308130006,20240308195018
232,483,20240206082303,20240206161631
426,656,20240503210946,20240504021355
21,483,20241129215301,20241130015930
901,952,20240619113053,20240619113924
183,466,20240530101048,20240530133546
280,388,20240430033529,20240430054056
332,489,20241229103129,20241229124757
780,979,20240422024701,20240422085224
28,414,20240607184946,20240607231307
465,590,20240320084002,20240320160535
255,342,20241202123335,20241202143752
550,923,20240101150036,20240101215644
235,948,20240811134040,20240811161318
145,680,20241222004146,20241222035348
81,823,20241016011009,20241016082424
16,995,20240617042650,20240617085453
444,599,20240117025030,20240117054407
168,366,20240121125717,20240121152711
436,947,20240613061530,20240613113605
435,934,20241222064120,20241222090112
679,908,20241217225706,20241218000723
494,889,20240307054751,20240307074839
151,802,20241204113437,20241204175429
556,714,20240709075918,20240709094356
577,893,20241231201133,20241231223722
107,724,20240704051517,20240704075817
15,845,20241223214906,20241224015041
285,483,20240506212727,20240507052134
603,675,20241216002927,20241216004856
75,984,20240525020706,20240525083252
267,920,20240601113558,20240601124202
40,467,20241029183827,20241029195549
519,862,20240822164838,20240822220805
783,858,20240210101226,20240210155936
754,826,20241223225153,20241224014214
131,559,20240602180212,20240602191558
247,537,20240112081546,20240112092628
319,767,20241028001100,20241028065903
223,451,20240129210649,20240130031515
309,802,20240515021348,20240515060330
223,244,20240816163540,20240816223649
731,992,20241229150854,20241229224021
534,965,20241006003545,20241006080118
208,924,20241219101149,20241219123932
616,905,20241102181250,20241103001104
233,731,20240124231140,20240125053819
415,443,20240620120959,20240620133157
162,923,20241116162241,20241116203600
341,977,20240624230256,20240625010627
783,1000,20240820193925,20240820202638
156,255,20240606224830,20240607030606
249,834,20241116183558,20241116221240
349,568,20240705070224,20240705090751
37,542,20241029122140,20241029153312
357,532,20240315201449,20240315225235
396,449,20241011121056,20241011160107
536,839,20240611135601,20240611184928
50,609,20240428001257,20240428040959
710,982,20240222053349,20240222083029
370,441,20241219150435,20241219213812
15,375,20240617164336,20240617235647
265,503,20241218004536,20241218031228
495,820,20241022162548,20241022214735
870,911,20241123130028,20241123155029
235,801,20241117113043,20241117183511
54,926,20240801115350,20240801132007
866,991,20240504024626,20240504085209
165,342,20240826202802,20240826230418
537,819,20240714184930,20240714212445
44,458,20241009062404,20241009142013
138,476,20240713144823,20240713192808
615,800,20240314235807,20240315071523
420,844,20240811062740,20240811070856
214,484,20240524011725,20240524021424
820,944,20240127033736,20240127063808
347,834,20240906151721,20240906165358
219,783,20240118165350,20240118221844
130,434,20240518012742,20240518060500
137,257,20240401065526,20240401065847
889,959,20240826151326,20240826230528
180,845,20241023094824,20241023122713
261,613,20240510072448,20240510150024
280,310,20240824155211,20240824210233
29,671,20240207030637,20240207090950
437,897,20240419223216,20240419235124
29,246,20240419142133,20240419155126
577,829,20240527025331,20240527030240
561,671,20240615141133,20240615195636
624,699,20240108222703,20240109015921
690,885,20240414112741,20240414185211
726,952,20240806204156,20240807024652
758,863,20240426050358,20240426102913
566,741,20240209062907,20240209123427
4,759,20240406180725,20240406214348
415,537,20240904173733,20240904234503
