nodeNaam1,nodeNaam2,begintijd,eindtijd
7269,7824,20240917025123,20240917090351
1489,4880,20240516123601,20240516173726
5182,8417,20240208040608,20240208102249
329,7287,20240624092350,20240624093414
3901,4351,20240726132810,20240726195444
5940,6767,20240713230234,20240714020209
1330,9833,20240602141000,20240602210540
4622,6560,20240827220334,20240828002100
7732,9826,20241125014250,20241125085956
827,9639,20241121173927,20241121213125
620,7836,20240819072810,20240819144123
7039,8993,20240320171404,20240320200436
4065,8509,20240114151110,20240114185752
2678,5713,20240901080726,20240901083545
5657,6789,20240310180741,20240310222841
4224,6312,20240129061231,20240129093037
7051,8082,20240102231722,20240103032440
1681,9308,20240902152232,20240902170348
481,8744,20240130171614,20240130204048
704,797,20240618063708,20240618121100
1862,9308,20240723031623,20240723051419
8249,8894,20240618151224,20240618185605
852,5397,20240520095803,20240520120758
2503,6699,20240407071200,20240407082523
660,8285,20240517011821,20240517041205
906,2416,20240302005637,20240302011728
4972,7157,20240923024424,20240923061801
3630,4841,20240525081603,20240525083812
30,8683,20240201150253,20240201221225
4018,5786,20240726054956,20240726093818
4743,5773,20240625005450,20240625052030
7034,7712,20240415120840,20240415132229
4651,9468,20240229232938,20240301043458
4971,7297,20240920141932,20240920160818
8099,9807,20240908232011,20240909025914
1334,3646,20240527101837,20240527133351
489,7550,20240213041516,20240213115709
3147,4181,20241010131322,20241010193113
4356,5567,20241118110743,20241118121835
5813,9563,20240601215847,20240601220818
474,6082,20240726041055,20240726085220
1469,5801,20240205024041,20240205092418
7555,7647,20240413225602,20240414045411
5458,6577,20240215052000,20240215060529
152,3904,20241115112957,20241115165824
3008,8382,20240720202703,20240721031952
6635,8340,20240921133904,20240921145630
1720,6844,20240404225949,20240405024614
4067,5515,20240427123926,20240427184131
2883,6562,20240725232626,20240726050814
1626,1894,20241027165828,20241027181858
555,7011,20240206220237,20240207002216
731,2613,20240701074232,20240701074700
728,6709,20240619072755,20240619084742
35,6248,20240421033638,20240421094820
2125,6272,20240723184408,20240723201027
2781,4256,20240817155325,20240817161414
4836,7112,20240223054357,20240223074906
2790,4299,20240912110454,20240912162544
4204,8021,20240129064115,20240129080547
2443,9178,20240824061443,20240824121732
2041,5519,20240611013920,20240611091026
3893,4081,20240930015042,20240930075833
649,7551,20240930123022,20240930141920
