nodeNaam1,nodeNaam2,begintijd,eindtijd
205,913,20241014234505,20241015021617
1829,2007,20240224043515,20240224111827
840,4468,20240203181943,20240203234312
261,3457,20240112134348,20240112143558
1792,1906,20240715061509,20240715114455
218,4598,20240318051804,20240318115006
3437,4465,20240326143919,20240326184538
2279,4828,20241110082619,20241110162204
54,1308,20240928030750,20240928065938
2277,2788,20240301091026,20240301110901
838,2758,20240206002714,20240206035543
793,2941,20241125031312,20241125062202
2167,4946,20241109105850,20241109112333
3764,4393,20240218112750,20240218145533
646,4523,20240423203710,20240424041107
2963,4730,20240315161534,20240315224121
376,570,20240913192515,20240913213042
654,2371,20241128040820,20241128061628
828,3114,20240417225406,20240418030243
1333,2989,20240523182012,20240523213513
1717,2188,20240929132621,20240929194039
585,4991,20240903142535,20240903160002
2006,4376,20240304110117,20240304151444
2212,3109,20241225091615,20241225150646
1800,4563,20240922210402,20240923000208
459,1877,20241115034519,20241115040350
2585,3287,20240413233133,20240414000841
1729,4647,20241206082017,20241206145321
1742,2578,20240911130752,20240911174130
3242,3759,20240225113935,20240225140514
1144,2021,20241016074802,20241016125536
2153,4416,20241017024024,20241017080039
3510,4781,20240604024057,20240604055938
1134,1797,20240716210745,20240717013816
386,745,20241130100339,20241130110431
1253,1311,20241103144253,20241103205531
3459,4886,20240125160716,20240125193824
3127,4882,20240630183228,20240630232226
2060,4533,20241130070253,20241130071009
939,4399,20241018144118,20241018170801
914,2787,20240423233710,20240424033536
1296,3717,20240102061454,20240102125015
2158,4101,20241022220008,20241022233842
872,4159,20241204014916,20241204073145
2445,4159,20240824120049,20240824135026
1253,3064,20241023030656,20241023043609
4345,4419,20241222165847,20241222170005
2656,4907,20240708180807,20240708181945
917,2974,20241207061653,20241207135205
1962,2520,20240123115406,20240123140638
646,4648,20240203062052,20240203130135
567,3982,20241022091933,20241022141128
1031,1052,20240913051924,20240913093958
1353,4504,20240412223024,20240413031934
3467,4970,20240323060608,20240323110139
1648,2554,20240603225239,20240604050028
3060,3589,20241215090039,20241215134418
992,3699,20240406063852,20240406084234
525,2770,20240109040312,20240109092529
1886,4538,20240816123933,20240816144049
59,582,20241001213320,20241002031859
483,1876,20240127041259,20240127043108
581,2707,20240718161656,20240718182754
2282,3977,20240324044954,20240324094523
1084,4678,20240811184054,20240811230002
1991,3875,20241109142503,20241109180821
773,1560,20240207152738,20240207212831
2903,3532,20240613120220,20240613154750
444,3826,20240918121244,20240918181036
497,807,20240605084208,20240605152050
896,2780,20240406133842,20240406152420
1559,4394,20240623052252,20240623064025
1504,3457,20240418041344,20240418082723
618,2047,20240621021640,20240621093857
803,4509,20240120153102,20240120212811
